"regional,""kode_kebun"",""nama_kebun"",""afdeling"",""blok"""
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,M04
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,M05
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,M06B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,N01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,N02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,N05A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,N06A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,O01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,O02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,O05A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,O05C
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD02,O06B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,P01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,P02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,P03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,P04
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,P04A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,Q01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,Q02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,Q03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,Q04A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,Q04B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R03A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R04
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,R04A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,S01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,S02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,S03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,S03A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,S04A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T02A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T02B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T03A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T04
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T04A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T05
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T06
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,T07
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U01
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U02
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U03
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U04
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U05
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U06
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U07
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U08
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U09
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U10
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U10B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD03,U11
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J08A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J08B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J09
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J09A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J10
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J10A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,J11
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,K08B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,K09A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,L07B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,M06A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,M07A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,N06C
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,N07A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,O05B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD04,O06A
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J12
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J13
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J14
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J15
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J15B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,J16
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,K15
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,K16
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,K17
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,K18
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,L15
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,L16
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,L17
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,L18
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,M14
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,M14B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,M15
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,M15B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,N13
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,N14
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,N14B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,O12
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,O13
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,O13B
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,O14
RPC1,KAN,KEBUN AEK NABARA UTARA,AFD05,O14B
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,EE19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,EE20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,EE21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,EE22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,FF19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,FF20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,FF21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,FF22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,GG19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,GG20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,GG21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,GG22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,HH18
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,HH19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,HH20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,HH21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,HH22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,II18
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,II19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,II20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,II21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,II22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ18
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ18A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ19A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ20A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,JJ23
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK18A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK18B
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK19A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK19B
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK20A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK21A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK22A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK23A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,KK24A
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL18
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL19
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL20
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL21
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL22
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL23
RPC1,KAR,KEBUN PIR AEK RASO,AFD01,LL24
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE10
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE11
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE12
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE13
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE14
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE15
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE16
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE17
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,EE18
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF10
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF11
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF12
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF13
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF14
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF14A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF15
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF16
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF16A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF17
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF18A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,FF18B
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG10
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG11
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG12
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG13
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG14
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG14A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG15
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG16
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG17A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG17B
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG18A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,GG18B
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH10A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH11A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH12A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH13A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH14A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH15
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH16A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH16B
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH17A
RPC1,KAR,KEBUN PIR AEK RASO,AFD02,HH17B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH08A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH09A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH10
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH11
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH12
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH13
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,HH14
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II08
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II09
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II10
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II11
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II12
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II13
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II14A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II14B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II15
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II16
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,II17
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ08
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ09
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ10A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ10B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ11A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ11B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ12
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ12A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ13
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ13A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ14
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ14A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ14B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ15
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ15A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ16
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ16A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,JJ17
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK08
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK09
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK10A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK10B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK11A
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK11B
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK12
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK13
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK14
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK15
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK16
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,KK17
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL10
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL11
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL12
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL13
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL14
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL15
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL16
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL17
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL8
RPC1,KAR,KEBUN PIR AEK RASO,AFD03,LL9
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE08
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,EE09
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF08
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,FF09
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG08
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,GG09
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH00
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH06A
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH06B
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH07A
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH07B
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH08
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,HH09
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II00
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II01
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,II07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ00
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ01
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ02
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ02A
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ04
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,JJ07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK01
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK02
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK05
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK06
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,KK07
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,LL02
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,LL03
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,LL6
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,LL7
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,MM02
RPC1,KAR,KEBUN PIR AEK RASO,AFD04,MM03
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,O09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,O10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,O11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P07
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P08
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,P13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q07
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q08
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,Q13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R07
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R08
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,R13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,S08
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,S09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,S10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,S11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,S12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,T08
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,T09
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,T10
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,T11
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,T12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD01,U12
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,N15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,N16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,O15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,O16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,O17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,P14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,P15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,P16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,P17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,Q14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,Q15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,Q16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,Q17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,R14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,R15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,R16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,R17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,S13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,S14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,S15A
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,S16A
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,S17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,T13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,T14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,T15A
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,T16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,T17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,U13
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,U14
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,U15
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,U16
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD02,U17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,K19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,K20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,K21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,L19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,L20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,L21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,M17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,M18
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,M19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,M20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N17
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N18
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N22
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N23
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,N24
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O18
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O22
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O23
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,O24
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P18
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P22
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P23
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,P24
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q18
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q19
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q20
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q21
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q22
RPC1,KAS,KEBUN AEK NABARA SELATAN,AFD03,Q23
